date,month_label,provider,country_iso3,order_payment_type,payment_method,card_brand,gender,offer,orders_count,total_payout_usd
2025-10-01,Oct 2025,Che,ISR,first,card,VISA,male,8484,2,0.0
2025-10-01,Oct 2025,PP,MAR,first,APM,Unknown,male,728,1,0.0
2025-10-01,Oct 2025,Che,GTM,upsell,card,MASTERCARD,male,No offer,2,0.0
2025-10-01,Oct 2025,Che,TUR,first,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,PER,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,VNM,recurring,card,VISA,Unknown,730,1,0.0
2025-10-01,Oct 2025,Che,MEX,recurring,apple_pay,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,PP,DZA,upsell,APM,Unknown,male,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,MAR,first,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Pay,GTM,first,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,HND,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Che,AUS,recurring,card,VISA,female,728,1,0.0
2025-10-01,Oct 2025,Nuv,NZL,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,GRC,upsell,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,ECU,upsell,card,MASTERCARD,male,No offer,2,0.0
2025-10-01,Oct 2025,Nuv,BEN,first,card,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,PRY,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,PP,BES,first,APM,Unknown,male,8484,1,0.0
2025-10-01,Oct 2025,Che,MOZ,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,PP,CIV,upsell,APM,Unknown,male,No offer,2,0.0
2025-10-01,Oct 2025,Nuv,ISL,first,apple_pay,VISA,male,8484,3,0.0
2025-10-01,Oct 2025,Pay,FRA,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Che,VCT,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,SGP,recurring,card,MASTERCARD,Unknown,2828,1,0.0
2025-10-01,Oct 2025,Nuv,ARG,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Che,HKG,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Pay,KAZ,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,HKG,recurring,apple_pay,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,POL,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Pay,ZAF,recurring,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,CAN,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,HKG,upsell,card,MASTERCARD,male,No offer,2,0.0
2025-10-01,Oct 2025,Pay,TUR,upsell,apple_pay,MASTERCARD,male,No offer,4,0.0
2025-10-01,Oct 2025,Nuv,NLD,recurring,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,BRB,recurring,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Pay,QAT,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,CUW,recurring,card,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Che,SXM,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,MTQ,recurring,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,MEX,recurring,card,VISA,Unknown,8484,1,0.0
2025-10-01,Oct 2025,Nuv,MAR,upsell,apple_pay,MASTERCARD,male,No offer,1,0.0
2025-10-01,Oct 2025,PP,ITA,first,APM,Unknown,Unknown,2828,1,0.0
2025-10-01,Oct 2025,Pay,MEX,recurring,apple_pay,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,PP,CUW,recurring,APM,Unknown,female,2828,1,0.0
2025-10-01,Oct 2025,Pay,SRB,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,TGO,first,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Sol,NLD,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Che,COG,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,CAN,first,apple_pay,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,GTM,first,card,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Che,ARE,recurring,apple_pay,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,GBR,recurring,card,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Pay,NGA,upsell,apple_pay,MASTERCARD,male,No offer,2,0.0
2025-10-01,Oct 2025,Che,ROU,first,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,HKG,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,PP,LUX,recurring,APM,Unknown,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,CYP,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,ESP,upsell,card,VISA,male,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,SVN,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,ARE,recurring,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Ad,PNG,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Che,DEU,first,apple_pay,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,LBN,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,PP,ZMB,recurring,APM,Unknown,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,LUX,recurring,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Pay,MYS,upsell,apple_pay,MASTERCARD,male,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,GTM,first,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,ISR,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,CZE,recurring,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,MUS,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Pay,GBR,recurring,apple_pay,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,ARG,first,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,BRB,upsell,card,MASTERCARD,male,No offer,1,0.0
2025-10-01,Oct 2025,Che,PHL,upsell,card,MASTERCARD,male,No offer,2,0.0
2025-10-01,Oct 2025,Nuv,CRI,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,HRV,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,LKA,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,JAM,recurring,card,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,USA,recurring,apple_pay,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Che,AUS,upsell,card,MASTERCARD,male,No offer,2,0.0
2025-10-01,Oct 2025,Che,NGA,first,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,JAM,recurring,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,LVA,first,apple_pay,MASTERCARD,male,8484,2,0.0
2025-10-01,Oct 2025,Pay,CRI,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Che,URY,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Ad,NZL,first,card,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,MTQ,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,NPL,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,IMN,recurring,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,AUS,first,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,FRA,recurring,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Sol,BLR,recurring,card,MASTERCARD,male,2828,2,0.0
2025-10-01,Oct 2025,Che,GBR,recurring,apple_pay,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Che,PSE,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,GTM,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,CYP,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,ARE,recurring,apple_pay,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,EGY,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,TUN,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Pay,FIN,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,PER,recurring,card,VISA,female,8484,1,0.0
2025-10-01,Oct 2025,Nuv,URY,recurring,card,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,PP,SWE,recurring,APM,Unknown,female,8484,1,0.0
2025-10-01,Oct 2025,Pay,KEN,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,ARG,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Che,DZA,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,PRT,first,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,ARG,recurring,card,VISA,Unknown,2828,1,0.0
2025-10-01,Oct 2025,Pay,PAK,recurring,apple_pay,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,ZAF,recurring,card,VISA,Unknown,8484,1,0.0
2025-10-01,Oct 2025,PP,BES,upsell,APM,Unknown,male,No offer,2,0.0
2025-10-01,Oct 2025,Nuv,REU,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,HRV,recurring,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,TUR,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,VEN,first,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,ECU,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Che,PHL,recurring,card,VISA,Unknown,730,1,0.0
2025-10-01,Oct 2025,Nuv,ARG,first,card,MASTERCARD,Unknown,728,1,0.0
2025-10-01,Oct 2025,Che,NLD,recurring,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,CZE,recurring,apple_pay,VISA,female,728,1,0.0
2025-10-01,Oct 2025,Che,PHL,recurring,card,VISA,male,730,1,0.0
2025-10-01,Oct 2025,Nuv,IND,first,apple_pay,VISA,male,728,2,0.0
2025-10-01,Oct 2025,Che,AUS,recurring,card,VISA,Unknown,730,1,0.0
2025-10-01,Oct 2025,Che,VEN,first,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,PP,REU,recurring,APM,Unknown,male,2828,1,0.0
2025-10-01,Oct 2025,PP,VNM,first,APM,Unknown,male,8484,1,0.0
2025-10-01,Oct 2025,PP,BHS,recurring,APM,Unknown,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,DNK,first,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,LBN,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,GGY,first,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Pay,ISR,recurring,apple_pay,Unknown,male,2828,1,0.0
2025-10-01,Oct 2025,Sol,NCL,first,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,ROU,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,EGY,upsell,card,VISA,male,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,TWN,first,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,QAT,recurring,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,COL,first,card,MASTERCARD,Unknown,2828,1,0.0
2025-10-01,Oct 2025,Nuv,PER,upsell,card,VISA,Unknown,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,LBN,upsell,apple_pay,VISA,male,No offer,1,0.0
2025-10-01,Oct 2025,PP,KHM,upsell,APM,Unknown,male,No offer,2,0.0
2025-10-01,Oct 2025,Che,PRY,recurring,card,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,IND,first,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,CRI,recurring,card,MASTERCARD,male,728,2,0.0
2025-10-01,Oct 2025,Ad,PNG,first,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,BRA,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,CZE,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Nuv,TUR,recurring,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,SSD,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,SLV,recurring,card,VISA,female,8484,1,0.0
2025-10-01,Oct 2025,Nuv,LBY,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,CMR,first,card,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,IDN,first,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Che,CRI,recurring,card,MASTERCARD,Unknown,2828,1,0.0
2025-10-01,Oct 2025,Nuv,DZA,first,apple_pay,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Pay,MYS,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,ESP,first,card,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,AGO,recurring,apple_pay,VISA,male,728,1,0.0
2025-10-01,Oct 2025,PP,CIV,first,APM,Unknown,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,HND,recurring,card,VISA,female,8484,1,0.0
2025-10-01,Oct 2025,Nuv,CYP,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,PP,GUY,upsell,APM,Unknown,male,No offer,1,0.0
2025-10-01,Oct 2025,Che,DEU,upsell,apple_pay,VISA,male,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,GTM,first,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,ZAF,recurring,card,VISA,Unknown,730,1,0.0
2025-10-01,Oct 2025,Sol,GRC,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,TTO,recurring,card,MASTERCARD,female,2828,1,0.0
2025-10-01,Oct 2025,Pay,DEU,first,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Che,HND,recurring,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,NLD,upsell,card,VISA,male,No offer,1,0.0
2025-10-01,Oct 2025,Che,KWT,first,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,PER,first,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,SUR,first,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,PP,SAU,first,APM,Unknown,male,2828,1,0.0
2025-10-01,Oct 2025,PP,IND,recurring,APM,Unknown,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,AUS,recurring,card,VISA,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,USA,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,LTU,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,IDN,recurring,apple_pay,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,GRC,recurring,apple_pay,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Che,ZAF,recurring,card,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,PP,JAM,first,APM,Unknown,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,NPL,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,ESP,recurring,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,GBR,recurring,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Che,SLV,recurring,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,PP,BLZ,recurring,APM,Unknown,male,2828,1,0.0
2025-10-01,Oct 2025,Che,ZMB,recurring,apple_pay,MASTERCARD,male,728,1,0.0
2025-10-01,Oct 2025,Nuv,KNA,recurring,card,MASTERCARD,male,2828,2,0.0
2025-10-01,Oct 2025,PP,SUR,recurring,APM,Unknown,male,8484,1,0.0
2025-10-01,Oct 2025,Che,ESP,recurring,apple_pay,VISA,female,2828,1,0.0
2025-10-01,Oct 2025,Che,VIR,first,apple_pay,MASTERCARD,male,8484,1,0.0
2025-10-01,Oct 2025,Nuv,SUR,upsell,card,VISA,male,No offer,1,0.0
2025-10-01,Oct 2025,Nuv,SUR,recurring,card,VISA,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,TUR,recurring,apple_pay,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Nuv,GBR,recurring,apple_pay,VISA,Unknown,728,1,0.0
2025-10-01,Oct 2025,Nuv,DOM,recurring,card,VISA,Unknown,2828,1,0.0
2025-10-01,Oct 2025,Ad,UKR,recurring,apple_pay,MASTERCARD,female,8484,1,0.0
2025-10-01,Oct 2025,Nuv,BEL,recurring,card,MASTERCARD,male,2828,1,0.0
2025-10-01,Oct 2025,Che,HUN,first,card,VISA,male,8484,1,0.0
2025-10-01,Oct 2025,Che,CRI,first,card,MASTERCARD,male,8484,1,0.0
2025-11-01,Nov 2025,PP,USA,recurring,APM,Unknown,male,2828,18309,711157.4047
2025-11-01,Nov 2025,PP,USA,recurring,APM,Unknown,male,8484,4496,351506.6943
2025-11-01,Nov 2025,Che,USA,recurring,apple_pay,MASTERCARD,male,2828,5239,200444.0145
2025-11-01,Nov 2025,Che,USA,recurring,apple_pay,VISA,male,2828,4720,183614.0996
2025-11-01,Nov 2025,Raz,IND,recurring,card,VISA,male,2828,4153,161167.1788
2025-11-01,Nov 2025,Nuv,GBR,recurring,apple_pay,VISA,male,2828,2107,122895.781
2025-11-01,Nov 2025,PP,USA,upsell,APM,Unknown,male,No offer,2161,122117.04
2025-11-01,Nov 2025,PP,DEU,recurring,APM,Unknown,male,2828,2464,115909.2441
2025-11-01,Nov 2025,PP,MEX,recurring,APM,Unknown,male,2828,2867,112128.2425
2025-11-01,Nov 2025,PP,DEU,upsell,APM,Unknown,male,No offer,1689,95924.09287
2025-11-01,Nov 2025,PP,CAN,recurring,APM,Unknown,male,2828,2248,95573.36197
2025-11-01,Nov 2025,Ad,USA,recurring,card,AMEX,male,2828,2351,93696.49
2025-11-01,Nov 2025,PP,AUS,recurring,APM,Unknown,male,2828,2273,93167.38607
2025-11-01,Nov 2025,PP,GBR,recurring,APM,Unknown,male,2828,1678,89230.39434
2025-11-01,Nov 2025,Ad,GBR,recurring,apple_pay,MASTERCARD,male,2828,1454,77679.16269
2025-11-01,Nov 2025,Che,USA,recurring,apple_pay,MASTERCARD,male,8484,952,72911.55167
2025-11-01,Nov 2025,Sol,CAN,recurring,card,VISA,male,2828,1619,68220.08358
2025-11-01,Nov 2025,Raz,IND,recurring,card,MASTERCARD,male,2828,1739,66950.95695
2025-11-01,Nov 2025,Che,USA,upsell,apple_pay,MASTERCARD,male,No offer,1158,65268.31081
2025-11-01,Nov 2025,Che,USA,recurring,card,AMEX,male,2828,1608,62702.89533
2025-11-01,Nov 2025,PP,ITA,recurring,APM,Unknown,male,2828,1316,62181.72912
2025-11-01,Nov 2025,Eb,BRA,recurring,card,VISA,male,2828,1571,61422.70811
2025-11-01,Nov 2025,PP,USA,first,APM,Unknown,male,2828,3083,60265.29408
2025-11-01,Nov 2025,Pay,AUS,recurring,apple_pay,MASTERCARD,male,2828,1437,60064.63
2025-11-01,Nov 2025,Sol,CAN,recurring,card,MASTERCARD,male,2828,1435,59562.26534
2025-11-01,Nov 2025,PP,USA,recurring,APM,Unknown,female,2828,1530,59256.85546
2025-11-01,Nov 2025,PP,USA,first,APM,Unknown,male,8484,1473,56772.05755
2025-11-01,Nov 2025,PP,AUS,recurring,APM,Unknown,male,8484,643,55333.12258
2025-11-01,Nov 2025,Eb,BRA,recurring,card,MASTERCARD,male,2828,1390,54190.04195
2025-11-01,Nov 2025,Sol,ZAF,recurring,card,VISA,male,2828,1414,52923.74966
2025-11-01,Nov 2025,PP,DEU,recurring,APM,Unknown,male,8484,519,51352.10905
2025-11-01,Nov 2025,Che,USA,recurring,apple_pay,VISA,male,8484,665,50917.10407
2025-11-01,Nov 2025,Eb,BRA,upsell,card,MASTERCARD,male,No offer,1006,50397.21173
2025-11-01,Nov 2025,Sol,AUS,recurring,card,MASTERCARD,male,2828,1212,49380.96
2025-11-01,Nov 2025,Che,MEX,recurring,card,VISA,male,2828,1306,48907.89833
2025-11-01,Nov 2025,Raz,IND,recurring,card,VISA,male,8484,629,48511.71069
2025-11-01,Nov 2025,Ad,USA,recurring,apple_pay,AMEX,male,2828,1201,48007.99
2025-11-01,Nov 2025,PP,DEU,first,APM,Unknown,male,2828,1587,43195.20314
2025-11-01,Nov 2025,Ad,AUS,recurring,apple_pay,VISA,male,2828,973,41699.27
2025-11-01,Nov 2025,PP,DEU,first,APM,Unknown,male,8484,770,41255.94623
2025-11-01,Nov 2025,PP,CAN,recurring,APM,Unknown,male,8484,480,40001.12062
2025-11-01,Nov 2025,Nuv,GBR,recurring,apple_pay,MASTERCARD,male,2828,730,39216.30447
2025-11-01,Nov 2025,Eb,BRA,first,card,MASTERCARD,male,2828,1856,38613.06436
2025-11-01,Nov 2025,PP,MEX,upsell,APM,Unknown,male,No offer,764,37129.2434
2025-11-01,Nov 2025,PP,AUS,upsell,APM,Unknown,male,No offer,609,34763.20757
2025-11-01,Nov 2025,Nuv,GBR,upsell,apple_pay,VISA,male,No offer,444,33864.5798
2025-11-01,Nov 2025,PP,MEX,recurring,APM,Unknown,male,8484,428,33667.93075
2025-11-01,Nov 2025,PP,CAN,upsell,APM,Unknown,male,No offer,609,33101.5469
2025-11-01,Nov 2025,PP,USA,recurring,APM,Unknown,male,728,845,33017.45614
2025-11-01,Nov 2025,PP,FRA,recurring,APM,Unknown,male,2828,699,32891.47858
2025-11-01,Nov 2025,PP,GBR,recurring,APM,Unknown,male,8484,287,32554.05717
2025-11-01,Nov 2025,Che,USA,first,apple_pay,MASTERCARD,male,8484,848,32433.47039
2025-11-01,Nov 2025,Ad,CAN,recurring,apple_pay,VISA,male,2828,745,31484.33359
2025-11-01,Nov 2025,Raz,IND,first,card,VISA,male,2828,1379,30520.60159
2025-11-01,Nov 2025,Nuv,FRA,recurring,apple_pay,VISA,male,2828,590,30452.19599
2025-11-01,Nov 2025,Che,USA,first,apple_pay,MASTERCARD,male,2828,1536,29910.72637
2025-11-01,Nov 2025,Eb,BRA,upsell,card,VISA,male,No offer,594,29831.89289
2025-11-01,Nov 2025,Nuv,GBR,recurring,apple_pay,VISA,male,8484,243,29740.46915
2025-11-01,Nov 2025,Che,USA,recurring,card,AMEX,male,8484,380,29680.48435
2025-11-01,Nov 2025,Eb,BRA,first,card,VISA,male,2828,1418,29547.08438
2025-11-01,Nov 2025,PP,ITA,recurring,APM,Unknown,male,8484,300,29436.67463
2025-11-01,Nov 2025,Ad,BRA,recurring,apple_pay,VISA,male,2828,730,29318.06126
2025-11-01,Nov 2025,PP,USA,recurring,APM,Unknown,female,8484,376,29286.85238
2025-11-01,Nov 2025,Eb,MEX,recurring,card,VISA,male,2828,773,28859.91395
2025-11-01,Nov 2025,Sol,BRA,recurring,apple_pay,MASTERCARD,male,2828,711,28659.80669
2025-11-01,Nov 2025,PP,ITA,upsell,APM,Unknown,male,No offer,498,28602.64877
2025-11-01,Nov 2025,Che,USA,upsell,card,AMEX,male,No offer,493,28108.03116
2025-11-01,Nov 2025,Sol,CAN,recurring,card,MASTERCARD,male,8484,335,27685.0076
2025-11-01,Nov 2025,PP,GBR,upsell,APM,Unknown,male,No offer,374,27543.57724
2025-11-01,Nov 2025,Eb,MEX,recurring,card,MASTERCARD,male,2828,742,26931.89689
2025-11-01,Nov 2025,Nuv,GBR,first,apple_pay,VISA,male,2828,861,26376.44578
2025-11-01,Nov 2025,Sol,USA,recurring,card,VISA,male,2828,669,25945.31
2025-11-01,Nov 2025,Pay,AUS,recurring,apple_pay,MASTERCARD,male,8484,298,25913.02
2025-11-01,Nov 2025,Sol,BRA,upsell,apple_pay,MASTERCARD,male,No offer,502,25766.16533
2025-11-01,Nov 2025,Sol,USA,recurring,apple_pay,VISA,male,2828,645,25613.55
2025-11-01,Nov 2025,Nuv,ESP,recurring,apple_pay,VISA,male,2828,481,25344.65864
2025-11-01,Nov 2025,Sol,AUS,recurring,card,MASTERCARD,male,8484,292,24805.31
2025-11-01,Nov 2025,Sol,ZAF,recurring,apple_pay,VISA,male,2828,662,24481.00259
2025-11-01,Nov 2025,Nuv,IND,recurring,card,VISA,male,2828,629,24412.9616
2025-11-01,Nov 2025,Sol,PHL,recurring,card,MASTERCARD,male,2828,627,24283.73
2025-11-01,Nov 2025,Che,USA,upsell,apple_pay,AMEX,male,No offer,402,23918.16745
2025-11-01,Nov 2025,Pay,BRA,recurring,apple_pay,MASTERCARD,male,2828,621,23888.79
2025-11-01,Nov 2025,Nuv,IND,upsell,card,VISA,male,No offer,428,23710.77295
2025-11-01,Nov 2025,Nuv,MEX,recurring,card,VISA,male,2828,592,22793.97861
2025-11-01,Nov 2025,Sol,FRA,recurring,apple_pay,VISA,male,2828,427,22424.56855
2025-11-01,Nov 2025,Sol,CAN,recurring,card,VISA,male,8484,273,22238.91108
2025-11-01,Nov 2025,Che,PER,recurring,card,VISA,male,2828,559,21811.68998
2025-11-01,Nov 2025,PP,MEX,first,APM,Unknown,male,2828,1098,21618.52299
2025-11-01,Nov 2025,Ad,GBR,recurring,apple_pay,MASTERCARD,male,8484,187,21267.30842
2025-11-01,Nov 2025,Raz,IND,recurring,card,VISA,male,No offer,528,21147.33749
2025-11-01,Nov 2025,Eb,PER,recurring,card,VISA,male,2828,543,21130.00563
2025-11-01,Nov 2025,Ad,AUS,recurring,apple_pay,VISA,male,8484,242,21073.58
2025-11-01,Nov 2025,Ad,GBR,recurring,apple_pay,AMEX,male,2828,388,20947.35467
2025-11-01,Nov 2025,Che,USA,upsell,apple_pay,VISA,male,No offer,362,20745.23472
2025-11-01,Nov 2025,Sol,CAN,recurring,apple_pay,MASTERCARD,male,2828,486,20439.30319
2025-11-01,Nov 2025,Ad,USA,recurring,apple_pay,AMEX,male,8484,253,20237.47
2025-11-01,Nov 2025,PP,CHE,recurring,APM,Unknown,male,2828,516,20112.33748
2025-11-01,Nov 2025,Ad,USA,recurring,card,VISA,male,2828,509,19854.91
2025-11-01,Nov 2025,Ad,ARE,recurring,apple_pay,VISA,male,2828,498,19405.02
2025-11-01,Nov 2025,Sol,BRA,first,apple_pay,MASTERCARD,male,2828,917,19299.49508
