date,month_label,provider,country_iso3,order_payment_type,payment_method,card_brand,gender,offer,orders_count,total_payout_usd
2025-11-01,Nov 2025,Nuv,VNM,first,apple_pay,VISA,male,8484,6,231.94
2025-11-01,Nov 2025,Sol,GHA,first,card,MASTERCARD,male,8484,6,231.94
2025-11-01,Nov 2025,Nuv,VEN,first,card,MASTERCARD,male,8484,6,231.94
2025-11-01,Nov 2025,Nuv,NLD,upsell,card,MASTERCARD,male,2828,2,231.9325361
2025-11-01,Nov 2025,Sol,NGA,first,card,VISA,male,2828,11,231.89
2025-11-01,Nov 2025,Sol,QAT,first,apple_pay,MASTERCARD,male,2828,12,231.88
2025-11-01,Nov 2025,Nuv,LUX,upsell,apple_pay,MASTERCARD,male,No offer,4,231.6583589
2025-11-01,Nov 2025,Ad,BEL,upsell,apple_pay,MASTERCARD,male,No offer,4,231.6178046
2025-11-01,Nov 2025,Ad,AUT,upsell,card,AMEX,male,No offer,4,231.6051093
2025-11-01,Nov 2025,Sol,HRV,first,card,VISA,male,8484,4,231.5264007
2025-11-01,Nov 2025,Che,PRI,first,card,VISA,male,2828,12,231.2943218
2025-11-01,Nov 2025,PP,MOZ,first,APM,Unknown,male,2828,12,231.2377804
2025-11-01,Nov 2025,Che,ESP,upsell,card,VISA,male,No offer,4,231.1822645
2025-11-01,Nov 2025,PP,SVN,recurring,APM,Unknown,male,728,5,231.1617375
2025-11-01,Nov 2025,Nuv,MTQ,upsell,apple_pay,VISA,male,No offer,4,231.0682012
2025-11-01,Nov 2025,Sol,IRL,upsell,card,VISA,male,No offer,4,231.0468794
2025-11-01,Nov 2025,Che,GUY,recurring,card,VISA,male,2828,5,230.9135942
2025-11-01,Nov 2025,Sol,GRC,first,apple_pay,MASTERCARD,male,2828,8,230.0287707
2025-11-01,Nov 2025,Sol,COL,upsell,card,VISA,male,No offer,5,229.95
2025-11-01,Nov 2025,Sol,CRI,upsell,apple_pay,MASTERCARD,male,No offer,5,229.95
2025-11-01,Nov 2025,Pay,ARE,recurring,apple_pay,VISA,female,2828,6,229.94
2025-11-01,Nov 2025,Sol,BHR,recurring,apple_pay,MASTERCARD,male,2828,6,229.94
2025-11-01,Nov 2025,Sol,TUN,recurring,card,VISA,male,2828,6,229.94
2025-11-01,Nov 2025,Ad,NGA,recurring,apple_pay,VISA,male,2828,6,229.94
2025-11-01,Nov 2025,Nuv,CRI,recurring,card,MASTERCARD,male,728,8,229.92
2025-11-01,Nov 2025,Ad,SWE,recurring,apple_pay,MASTERCARD,male,728,5,229.1066377
2025-11-01,Nov 2025,Sol,POL,recurring,apple_pay,VISA,male,8484,2,228.0041006
2025-11-01,Nov 2025,Ad,PHL,first,card,AMEX,male,2828,12,227.88
2025-11-01,Nov 2025,Sol,PRY,first,card,MASTERCARD,male,2828,12,227.88
2025-11-01,Nov 2025,Che,URY,first,card,VISA,male,8484,6,227.4922359
2025-11-01,Nov 2025,Che,USA,first,card,AMEX,female,8484,6,227.4469351
2025-11-01,Nov 2025,Pay,JPN,first,apple_pay,MASTERCARD,male,8484,6,227.42
2025-11-01,Nov 2025,PP,QAT,first,APM,Unknown,male,8484,6,227.3935497
2025-11-01,Nov 2025,Che,DOM,first,card,VISA,male,2828,12,227.2790719
2025-11-01,Nov 2025,Che,FRA,recurring,apple_pay,AMEX,female,8484,2,227.0741437
2025-11-01,Nov 2025,Che,ITA,recurring,card,VISA,male,2828,4,227.0631867
2025-11-01,Nov 2025,Che,PRT,first,card,VISA,male,2828,9,226.995098
2025-11-01,Nov 2025,PP,GBR,recurring,APM,Unknown,female,728,4,226.9278555
2025-11-01,Nov 2025,Ad,LTU,recurring,apple_pay,MASTERCARD,male,728,5,226.6394608
2025-11-01,Nov 2025,PP,IRL,recurring,APM,Unknown,female,8484,2,226.6174244
2025-11-01,Nov 2025,Nuv,POL,recurring,apple_pay,VISA,male,728,4,226.5143205
2025-11-01,Nov 2025,Nuv,COL,upsell,apple_pay,MASTERCARD,male,No offer,3,226.2610289
2025-11-01,Nov 2025,Sol,GRC,recurring,card,VISA,male,8484,2,226.1251277
2025-11-01,Nov 2025,Sol,ITA,first,card,MASTERCARD,male,8484,4,226.1236944
2025-11-01,Nov 2025,Sol,THA,upsell,apple_pay,VISA,male,No offer,4,225.96
2025-11-01,Nov 2025,Sol,ITA,recurring,card,MASTERCARD,Unknown,8484,2,225.7826339
2025-11-01,Nov 2025,Che,ITA,recurring,apple_pay,AMEX,male,8484,2,225.6326461
2025-11-01,Nov 2025,Sol,HRV,first,apple_pay,VISA,male,2828,8,225.612586
2025-11-01,Nov 2025,PP,MLT,recurring,APM,Unknown,male,8484,3,225.5176747
2025-11-01,Nov 2025,Che,BRN,recurring,card,MASTERCARD,male,2828,6,225.4628106
2025-11-01,Nov 2025,Che,VEN,recurring,card,MASTERCARD,male,2828,6,225.4611138
2025-11-01,Nov 2025,PP,ARM,recurring,APM,Unknown,male,2828,6,225.4210534
2025-11-01,Nov 2025,Che,BRB,recurring,card,VISA,male,2828,8,225.3856352
2025-11-01,Nov 2025,PP,MUS,upsell,APM,Unknown,male,No offer,5,225.2972252
2025-11-01,Nov 2025,Sol,SVN,recurring,apple_pay,VISA,male,728,4,225.2649883
2025-11-01,Nov 2025,Sol,CIV,recurring,card,VISA,male,728,8,224.92
2025-11-01,Nov 2025,Sol,SVK,recurring,apple_pay,VISA,male,8484,2,224.7446145
2025-11-01,Nov 2025,Sol,BEL,first,card,VISA,male,2828,8,224.2136594
2025-11-01,Nov 2025,Ad,CAN,recurring,apple_pay,AMEX,male,728,5,223.95
2025-11-01,Nov 2025,Ad,GTM,first,card,VISA,male,8484,6,223.94
2025-11-01,Nov 2025,Sol,TZA,first,card,VISA,male,8484,6,223.94
2025-11-01,Nov 2025,Sol,SAU,first,card,VISA,male,8484,6,223.94
2025-11-01,Nov 2025,Pay,EGY,first,apple_pay,MASTERCARD,male,8484,6,223.94
2025-11-01,Nov 2025,Ad,USA,first,card,VISA,female,8484,6,223.94
2025-11-01,Nov 2025,Sol,QAT,first,card,MASTERCARD,male,8484,6,223.94
2025-11-01,Nov 2025,Sol,LTU,recurring,apple_pay,VISA,male,2828,4,223.4452265
2025-11-01,Nov 2025,Nuv,CAN,recurring,card,VISA,male,2828,5,223.3932705
2025-11-01,Nov 2025,Che,ITA,recurring,apple_pay,VISA,male,8484,2,223.2281622
2025-11-01,Nov 2025,Sol,LVA,recurring,apple_pay,VISA,male,2828,4,223.1583232
2025-11-01,Nov 2025,Ad,GRC,recurring,card,AMEX,male,8484,2,222.9795318
2025-11-01,Nov 2025,Sol,MLT,recurring,apple_pay,VISA,male,8484,2,222.9772879
2025-11-01,Nov 2025,Sol,DNK,recurring,card,VISA,male,8484,2,222.8834265
2025-11-01,Nov 2025,Nuv,GRL,recurring,apple_pay,VISA,male,2828,4,222.6938582
2025-11-01,Nov 2025,Nuv,HUN,recurring,apple_pay,VISA,male,728,4,222.686821
2025-11-01,Nov 2025,Nuv,GLP,first,apple_pay,VISA,male,8484,5,222.6230697
2025-11-01,Nov 2025,Sol,ITA,recurring,card,MASTERCARD,female,8484,2,222.5777656
2025-11-01,Nov 2025,Ad,ISL,recurring,apple_pay,MASTERCARD,male,8484,2,222.5304901
2025-11-01,Nov 2025,Che,NLD,recurring,apple_pay,AMEX,male,2828,4,222.3475288
2025-11-01,Nov 2025,Sol,AUT,recurring,apple_pay,VISA,male,8484,2,222.3012461
2025-11-01,Nov 2025,Sol,DEU,recurring,apple_pay,MASTERCARD,female,2828,4,222.2686043
2025-11-01,Nov 2025,Ad,POL,recurring,apple_pay,MASTERCARD,female,2828,4,222.2427677
2025-11-01,Nov 2025,PP,ESP,recurring,APM,Unknown,female,728,4,222.185858
2025-11-01,Nov 2025,Sol,AUT,recurring,card,VISA,male,2828,4,222.1285268
2025-11-01,Nov 2025,PP,MCO,recurring,APM,Unknown,male,2828,4,222.1192855
2025-11-01,Nov 2025,Che,IRL,recurring,apple_pay,VISA,male,8484,2,222.0986933
2025-11-01,Nov 2025,Ad,DEU,recurring,apple_pay,MASTERCARD,female,8484,2,222.0393858
2025-11-01,Nov 2025,Che,ITA,recurring,card,VISA,male,8484,2,222.009385
2025-11-01,Nov 2025,PP,BGR,recurring,APM,Unknown,male,8484,2,221.9810992
2025-11-01,Nov 2025,Sol,XKX,upsell,card,MASTERCARD,male,No offer,4,221.96
2025-11-01,Nov 2025,Nuv,FRA,recurring,card,VISA,male,8484,2,221.9454219
2025-11-01,Nov 2025,Che,FRA,recurring,card,VISA,female,8484,2,221.9188685
2025-11-01,Nov 2025,PP,SVK,recurring,APM,Unknown,male,8484,2,221.8850831
2025-11-01,Nov 2025,Sol,CZE,recurring,apple_pay,VISA,male,8484,2,221.6576957
2025-11-01,Nov 2025,Sol,BEL,recurring,card,VISA,male,8484,2,221.5765863
2025-11-01,Nov 2025,Che,SWE,recurring,apple_pay,VISA,male,8484,2,221.5494227
2025-11-01,Nov 2025,Ad,SWE,recurring,apple_pay,AMEX,male,8484,2,221.5494227
2025-11-01,Nov 2025,PP,KWT,upsell,APM,Unknown,male,No offer,4,221.4867146
2025-11-01,Nov 2025,Sol,CYP,recurring,card,VISA,male,8484,2,221.3527555
2025-11-01,Nov 2025,Ad,ESP,recurring,apple_pay,MASTERCARD,female,8484,2,221.3290511
2025-11-01,Nov 2025,Che,FRA,recurring,card,MASTERCARD,male,8484,2,221.238472
2025-11-01,Nov 2025,Sol,BGR,upsell,card,VISA,male,No offer,3,221.135035
2025-11-01,Nov 2025,Che,DNK,recurring,apple_pay,VISA,male,8484,2,220.9245401
2025-11-01,Nov 2025,Sol,HUN,recurring,apple_pay,MASTERCARD,male,8484,2,220.9245401
2025-11-01,Nov 2025,Sol,BEL,upsell,card,MASTERCARD,male,No offer,4,220.5654709
2025-11-01,Nov 2025,Ad,CAN,recurring,apple_pay,MASTERCARD,male,728,5,220.1176997
2025-11-01,Nov 2025,Nuv,DOM,recurring,card,MASTERCARD,male,8484,3,219.97
2025-11-01,Nov 2025,Pay,ARE,recurring,apple_pay,VISA,female,8484,3,219.97
2025-11-01,Nov 2025,Nuv,USA,recurring,card,MASTERCARD,male,8484,3,219.97
2025-11-01,Nov 2025,Ad,THA,upsell,card,AMEX,male,No offer,4,219.96
2025-11-01,Nov 2025,Sol,TUR,upsell,apple_pay,MASTERCARD,male,No offer,4,219.96
2025-11-01,Nov 2025,Sol,ETH,upsell,card,VISA,male,No offer,4,219.96
2025-11-01,Nov 2025,Sol,MYS,upsell,apple_pay,MASTERCARD,male,No offer,4,219.96
2025-11-01,Nov 2025,Sol,HKG,upsell,apple_pay,MASTERCARD,male,No offer,4,219.96
2025-11-01,Nov 2025,Nuv,UKR,upsell,apple_pay,VISA,male,No offer,4,219.96
2025-11-01,Nov 2025,Sol,AUS,first,apple_pay,VISA,male,8484,5,219.95
2025-11-01,Nov 2025,Sol,EGY,recurring,card,MASTERCARD,female,2828,6,219.94
2025-11-01,Nov 2025,Sol,DOM,recurring,card,MASTERCARD,male,2828,6,219.94
2025-11-01,Nov 2025,Sol,ZAF,recurring,card,VISA,female,728,6,219.94
2025-11-01,Nov 2025,Nuv,USA,recurring,apple_pay,VISA,male,728,6,219.94
2025-11-01,Nov 2025,Nuv,BHR,recurring,apple_pay,VISA,male,2828,6,219.94
2025-11-01,Nov 2025,Nuv,OMN,recurring,apple_pay,VISA,male,728,6,219.94
2025-11-01,Nov 2025,Sol,ZWE,recurring,card,VISA,male,728,6,219.94
2025-11-01,Nov 2025,Sol,LBN,recurring,apple_pay,VISA,male,2828,6,219.94
2025-11-01,Nov 2025,Sol,IRQ,recurring,card,MASTERCARD,male,728,7,219.93
2025-11-01,Nov 2025,Pay,ARG,first,apple_pay,MASTERCARD,male,2828,11,219.89
2025-11-01,Nov 2025,Sol,MLI,first,card,MASTERCARD,male,2828,11,219.89
2025-11-01,Nov 2025,Nuv,LBN,first,apple_pay,VISA,male,2828,11,219.89
2025-11-01,Nov 2025,Nuv,USA,first,card,VISA,male,2828,11,219.89
2025-11-01,Nov 2025,Nuv,SVK,upsell,apple_pay,VISA,male,No offer,3,219.8711076
2025-11-01,Nov 2025,Ad,GBR,recurring,apple_pay,VISA,male,8484,2,219.8105166
2025-11-01,Nov 2025,PP,PER,first,APM,Unknown,male,8484,6,219.5628502
2025-11-01,Nov 2025,Sol,MLT,upsell,apple_pay,MASTERCARD,male,No offer,4,219.5527153
2025-11-01,Nov 2025,Che,CRI,first,card,VISA,male,8484,6,219.5089756
2025-11-01,Nov 2025,Sol,AUS,first,card,MASTERCARD,male,728,29,219.43
2025-11-01,Nov 2025,PP,LUX,recurring,APM,Unknown,female,8484,2,219.1948376
2025-11-01,Nov 2025,Ad,CAN,recurring,card,MASTERCARD,male,2828,5,219.15
2025-11-01,Nov 2025,PP,ROU,recurring,APM,Unknown,male,8484,2,219.0833105
2025-11-01,Nov 2025,Nuv,GRC,first,apple_pay,VISA,male,8484,4,218.776348
2025-11-01,Nov 2025,Nuv,GBR,recurring,card,MASTERCARD,male,2828,4,218.7160861
2025-11-01,Nov 2025,Sol,NLD,first,card,MASTERCARD,male,2828,8,218.5927959
2025-11-01,Nov 2025,Che,MLT,recurring,card,VISA,male,8484,2,218.4729085
2025-11-01,Nov 2025,Che,AUS,recurring,card,VISA,female,2828,6,218.4271908
2025-11-01,Nov 2025,Nuv,EST,first,apple_pay,MASTERCARD,male,8484,4,218.3259764
2025-11-01,Nov 2025,Pay,SGP,first,apple_pay,MASTERCARD,male,8484,5,217.95
2025-11-01,Nov 2025,Che,GBR,upsell,card,MASTERCARD,male,No offer,3,217.6426629
2025-11-01,Nov 2025,Che,GRC,recurring,apple_pay,VISA,male,2828,4,216.6065405
2025-11-01,Nov 2025,Sol,KWT,first,card,MASTERCARD,male,8484,6,215.94
2025-11-01,Nov 2025,Pay,SAU,first,apple_pay,VISA,male,8484,6,215.94
2025-11-01,Nov 2025,Sol,ZWE,first,card,MASTERCARD,male,8484,6,215.94
2025-11-01,Nov 2025,Ad,PRY,first,card,VISA,male,2828,11,215.89
2025-11-01,Nov 2025,Ad,ECU,first,card,DINERS CLUB,male,2828,11,215.89
2025-11-01,Nov 2025,Che,AUS,first,card,AMEX,male,8484,5,215.6915689
2025-11-01,Nov 2025,Sol,POL,recurring,apple_pay,VISA,male,728,4,215.6610908
2025-11-01,Nov 2025,Che,PRI,first,apple_pay,MASTERCARD,male,2828,11,215.6496285
2025-11-01,Nov 2025,Che,MYS,recurring,card,MASTERCARD,male,2828,6,215.6309349
2025-11-01,Nov 2025,Che,URY,first,card,VISA,male,2828,11,215.614192
2025-11-01,Nov 2025,PP,FJI,recurring,APM,Unknown,male,2828,6,215.5972685
2025-11-01,Nov 2025,PP,GGY,recurring,APM,Unknown,male,2828,6,215.5956976
2025-11-01,Nov 2025,PP,KHM,recurring,APM,Unknown,male,2828,6,215.592407
2025-11-01,Nov 2025,PP,CIV,recurring,APM,Unknown,male,2828,6,215.5909102
2025-11-01,Nov 2025,Che,EGY,first,card,MASTERCARD,male,2828,11,215.574101
2025-11-01,Nov 2025,PP,BOL,first,APM,Unknown,male,2828,10,215.5535242
2025-11-01,Nov 2025,Sol,AUS,first,card,VISA,male,2828,10,215.5
2025-11-01,Nov 2025,Che,IRL,recurring,card,VISA,male,2828,4,214.1498199
2025-11-01,Nov 2025,Sol,ZAF,first,card,VISA,male,728,30,214.0979362
2025-11-01,Nov 2025,Nuv,LVA,recurring,apple_pay,VISA,male,728,4,213.9728535
2025-11-01,Nov 2025,Sol,PRT,recurring,apple_pay,VISA,male,728,4,213.5767035
2025-11-01,Nov 2025,Che,PER,first,apple_pay,VISA,male,2828,10,213.5731463
2025-11-01,Nov 2025,Sol,NLD,first,apple_pay,VISA,male,8484,4,212.6848463
2025-11-01,Nov 2025,Ad,CZE,first,apple_pay,MASTERCARD,male,8484,4,212.5779412
2025-11-01,Nov 2025,Sol,MUS,first,card,MASTERCARD,male,2828,11,211.89
2025-11-01,Nov 2025,Ad,CAN,recurring,card,AMEX,male,728,5,211.7041227
2025-11-01,Nov 2025,Che,ARE,upsell,apple_pay,AMEX,male,No offer,4,211.6941454
2025-11-01,Nov 2025,PP,KWT,first,APM,Unknown,male,2828,11,211.6286438
2025-11-01,Nov 2025,Sol,BGR,first,apple_pay,MASTERCARD,male,2828,8,211.2635163
2025-11-01,Nov 2025,Pay,AUS,first,apple_pay,VISA,male,8484,5,211.15
2025-11-01,Nov 2025,Ad,BGR,first,apple_pay,MASTERCARD,male,8484,4,211.1098736
2025-11-01,Nov 2025,Che,HTI,recurring,card,VISA,male,2828,6,210.7106273
2025-11-01,Nov 2025,Pay,NZL,upsell,apple_pay,MASTERCARD,male,No offer,3,209.97
2025-11-01,Nov 2025,Pay,AZE,upsell,apple_pay,MASTERCARD,male,No offer,3,209.97
2025-11-01,Nov 2025,Sol,KEN,upsell,apple_pay,MASTERCARD,male,No offer,4,209.96
2025-11-01,Nov 2025,Pay,USA,recurring,apple_pay,VISA,male,2828,6,209.94
2025-11-01,Nov 2025,Ad,OMN,recurring,apple_pay,VISA,male,728,6,209.94
2025-11-01,Nov 2025,Sol,BRA,recurring,apple_pay,MASTERCARD,Unknown,2828,5,209.9156566
2025-11-01,Nov 2025,Nuv,BRA,recurring,card,MASTERCARD,male,728,5,209.4681008
2025-11-01,Nov 2025,Raz,IND,first,card,RUPAY,male,2828,10,209.087884
2025-11-01,Nov 2025,Che,DEU,recurring,card,MASTERCARD,male,8484,2,208.5630382
2025-11-01,Nov 2025,Ad,MTQ,recurring,apple_pay,MASTERCARD,male,2828,5,208.0241533
2025-11-01,Nov 2025,Sol,ITA,recurring,card,MASTERCARD,female,2828,4,208.017225
2025-11-01,Nov 2025,Nuv,GLP,upsell,apple_pay,VISA,male,No offer,4,208.0131236
2025-11-01,Nov 2025,Sol,AUT,upsell,apple_pay,VISA,male,No offer,4,207.9307128
2025-11-01,Nov 2025,Che,ESP,recurring,apple_pay,VISA,male,728,4,207.5117936
2025-11-01,Nov 2025,Ad,ITA,first,apple_pay,MASTERCARD,male,728,22,207.1230114
2025-11-01,Nov 2025,Nuv,DEU,first,apple_pay,MASTERCARD,male,728,22,206.1997506
2025-11-01,Nov 2025,PP,NLD,recurring,APM,Unknown,Unknown,2828,4,206.0059264
2025-11-01,Nov 2025,Sol,DOM,upsell,apple_pay,MASTERCARD,male,No offer,4,205.96
2025-11-01,Nov 2025,Sol,CAN,first,card,MASTERCARD,male,728,26,205.9421609
2025-11-01,Nov 2025,Che,PHL,recurring,card,MASTERCARD,male,2828,7,205.840592
2025-11-01,Nov 2025,Che,PRI,recurring,card,VISA,male,728,6,205.8198169
2025-11-01,Nov 2025,Che,GBR,recurring,card,MASTERCARD,female,8484,2,205.5790149
2025-11-01,Nov 2025,Ad,GBR,upsell,apple_pay,AMEX,male,2828,2,205.2119213
2025-11-01,Nov 2025,Che,FRA,recurring,apple_pay,MASTERCARD,male,8484,2,205.0066359
2025-11-01,Nov 2025,Sol,IDN,recurring,apple_pay,VISA,male,2828,5,204.35
2025-11-01,Nov 2025,Sol,HUN,upsell,apple_pay,MASTERCARD,male,No offer,3,204.3373409
2025-11-01,Nov 2025,Che,AUT,recurring,card,MASTERCARD,male,8484,2,204.2462515
2025-11-01,Nov 2025,Ad,ESP,recurring,card,AMEX,male,8484,2,204.2076285
2025-11-01,Nov 2025,Ad,FIN,recurring,apple_pay,AMEX,male,2828,4,204.1139156
2025-11-01,Nov 2025,Ad,LTU,recurring,apple_pay,MASTERCARD,male,8484,2,204.1108805
2025-11-01,Nov 2025,Nuv,CZE,recurring,apple_pay,VISA,male,728,4,204.0287473
2025-11-01,Nov 2025,Nuv,LTU,recurring,apple_pay,VISA,male,2828,4,204.0019151
2025-11-01,Nov 2025,Sol,ESP,recurring,apple_pay,MASTERCARD,female,2828,4,203.9206621
2025-11-01,Nov 2025,Sol,BEL,recurring,apple_pay,MASTERCARD,male,8484,2,203.8972163
2025-11-01,Nov 2025,Sol,ECU,first,card,MASTERCARD,male,2828,11,203.89
2025-11-01,Nov 2025,Che,BEL,recurring,card,MASTERCARD,male,8484,2,203.8695685
2025-11-01,Nov 2025,Che,JPN,upsell,apple_pay,MASTERCARD,male,No offer,4,203.7437898
2025-11-01,Nov 2025,Nuv,CHL,first,card,VISA,male,728,31,203.71
2025-11-01,Nov 2025,Nuv,ARE,first,apple_pay,VISA,male,728,30,203.6051159
2025-11-01,Nov 2025,Nuv,FIN,recurring,apple_pay,MASTERCARD,male,2828,4,203.5510264
2025-11-01,Nov 2025,Sol,ITA,first,apple_pay,MASTERCARD,male,8484,4,203.4083254
2025-11-01,Nov 2025,PP,FRA,upsell,APM,Unknown,Unknown,No offer,4,203.3480615
2025-11-01,Nov 2025,Ad,CHE,first,card,AMEX,male,2828,10,203.14
2025-11-01,Nov 2025,Ad,LUX,recurring,apple_pay,MASTERCARD,male,8484,2,202.8800642
2025-11-01,Nov 2025,Ad,ROU,recurring,apple_pay,MASTERCARD,male,8484,2,202.6265349
2025-11-01,Nov 2025,Sol,LVA,recurring,apple_pay,MASTERCARD,male,8484,2,202.4079785
2025-11-01,Nov 2025,Sol,DNK,first,apple_pay,VISA,male,2828,7,201.986043
2025-11-01,Nov 2025,Ad,ZAF,upsell,apple_pay,VISA,male,2828,2,199.98
2025-11-01,Nov 2025,Sol,CAN,upsell,apple_pay,MASTERCARD,male,2828,2,199.98
2025-11-01,Nov 2025,Sol,ZAF,upsell,card,VISA,male,2828,2,199.98
2025-11-01,Nov 2025,Ad,MEX,upsell,card,AMEX,male,2828,2,199.98
2025-11-01,Nov 2025,Pay,ARE,upsell,card,VISA,male,2828,2,199.98
2025-11-01,Nov 2025,Pay,ZAF,recurring,apple_pay,MASTERCARD,male,8484,3,199.97
2025-11-01,Nov 2025,Sol,VNM,recurring,card,MASTERCARD,male,8484,3,199.97
2025-11-01,Nov 2025,Sol,ARG,recurring,card,VISA,male,8484,3,199.97
2025-11-01,Nov 2025,Ad,MEX,recurring,card,VISA,male,8484,3,199.97
2025-11-01,Nov 2025,Sol,VNM,recurring,card,VISA,male,8484,3,199.97
2025-11-01,Nov 2025,Nuv,VEN,recurring,card,MASTERCARD,male,8484,3,199.97
2025-11-01,Nov 2025,Sol,MLI,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,AGO,upsell,apple_pay,MASTERCARD,male,No offer,4,199.96
2025-11-01,Nov 2025,Ad,ECU,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,PRI,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,TUN,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,OMN,upsell,card,MASTERCARD,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,MAR,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,DOM,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Ad,CAN,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Sol,SRB,upsell,card,VISA,male,No offer,4,199.96
2025-11-01,Nov 2025,Pay,ARE,recurring,apple_pay,MASTERCARD,female,2828,5,199.95
2025-11-01,Nov 2025,Nuv,LCA,recurring,card,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,CHL,recurring,card,VISA,female,2828,5,199.95
2025-11-01,Nov 2025,Pay,NZL,recurring,apple_pay,MASTERCARD,male,728,5,199.95
2025-11-01,Nov 2025,Pay,BRA,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,GTM,first,apple_pay,VISA,male,8484,5,199.95
2025-11-01,Nov 2025,Pay,AZE,recurring,apple_pay,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Ad,KWT,recurring,card,AMEX,male,2828,5,199.95
2025-11-01,Nov 2025,Sol,VIR,recurring,card,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,HND,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Pay,GTM,first,apple_pay,MASTERCARD,male,8484,5,199.95
2025-11-01,Nov 2025,Ad,KEN,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Pay,MEX,recurring,apple_pay,MASTERCARD,female,2828,5,199.95
2025-11-01,Nov 2025,Ad,PRI,recurring,apple_pay,AMEX,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,DZA,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,SLV,recurring,card,VISA,male,728,5,199.95
2025-11-01,Nov 2025,Sol,BLR,recurring,card,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Sol,AGO,recurring,card,VISA,female,2828,5,199.95
2025-11-01,Nov 2025,Ad,DZA,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Pay,CHE,recurring,apple_pay,MASTERCARD,female,2828,5,199.95
2025-11-01,Nov 2025,Sol,LBY,recurring,card,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,BOL,recurring,card,VISA,male,728,5,199.95
2025-11-01,Nov 2025,Sol,GTM,recurring,apple_pay,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Sol,KEN,recurring,card,VISA,female,2828,5,199.95
2025-11-01,Nov 2025,Nuv,LBN,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Nuv,ISR,recurring,apple_pay,VISA,male,728,5,199.95
2025-11-01,Nov 2025,Ad,HKG,recurring,apple_pay,VISA,female,2828,5,199.95
2025-11-01,Nov 2025,Nuv,ARG,first,apple_pay,VISA,male,8484,5,199.95
2025-11-01,Nov 2025,Nuv,PRY,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Sol,HKG,recurring,apple_pay,MASTERCARD,female,2828,5,199.95
2025-11-01,Nov 2025,Sol,NOR,recurring,card,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Pay,ARE,recurring,apple_pay,MASTERCARD,male,728,5,199.95
2025-11-01,Nov 2025,Ad,JOR,recurring,card,AMEX,male,2828,5,199.95
2025-11-01,Nov 2025,Sol,HKG,recurring,apple_pay,MASTERCARD,male,728,5,199.95
2025-11-01,Nov 2025,Nuv,TTO,recurring,card,VISA,male,728,5,199.95
2025-11-01,Nov 2025,Nuv,TUR,recurring,apple_pay,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Ad,UKR,recurring,apple_pay,VISA,male,728,5,199.95
2025-11-01,Nov 2025,Sol,USA,recurring,card,AMEX,female,2828,5,199.95
2025-11-01,Nov 2025,Nuv,VNM,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Sol,TUN,first,card,MASTERCARD,male,8484,5,199.95
2025-11-01,Nov 2025,Sol,USA,recurring,card,MASTERCARD,female,728,5,199.95
2025-11-01,Nov 2025,Sol,ISR,recurring,card,MASTERCARD,female,728,5,199.95
2025-11-01,Nov 2025,Sol,PSE,recurring,card,MASTERCARD,male,2828,5,199.95
2025-11-01,Nov 2025,Ad,ARE,recurring,card,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Ad,COG,recurring,apple_pay,VISA,male,2828,5,199.95
2025-11-01,Nov 2025,Ad,MYS,recurring,apple_pay,AMEX,male,2828,5,199.95
2025-11-01,Nov 2025,Eb,MEX,recurring,card,AMEX,male,728,5,199.95
2025-11-01,Nov 2025,Pay,GEO,recurring,apple_pay,MASTERCARD,male,728,5,199.95
2025-11-01,Nov 2025,Nuv,KOR,first,apple_pay,VISA,male,8484,5,199.95
